====================================================================================================================
DOC-ID|ATTRIBUTE-TYPE
403|NGA_RC|true|en|Nga Region|Nga Region
1|AIRP|true|en|Airport|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|es|Aeropuerto|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|fr|Aéroport|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|it|Aeroporto|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|ja-Hani|空港|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|ko|공항|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|ko-Latn-x-nga|Gonghang|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|pt|Aeroporto|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|ru|Аэропорт|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|ru-Latn-x-nga|Aeroport|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|zh-Hans|机场|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|zh-Hant|機場|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
1|AIRP|true|zh-Latn-x-nga|Jīchǎng|A place where aircraft regularly land and take off, with runways, navigational aids, and major facilities for the commercial handling of passengers and cargo; manmade facility maintained for the use of aircraft (airfield, airstrip, landing strip).
2|BAR|true|de|Sand|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|en|Sand Bar|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|es|Barra de Arena|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|fr|Banc de Sable|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|it|Bar Sabbia|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|ja-Hani|砂州|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|ko|멸치 새끼|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|ko-Latn-x-nga|Myeolchi Saekki|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|pt|Barra de Areia|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|ru|Песчаная Коса|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|ru-Latn-x-nga|Peschanaya Kosa|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|zh-Hans|沙洲|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|zh-Hant|沙洲|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
2|BAR|true|zh-Latn-x-nga|Shāzhōu|A shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts.
3|BSND|true|de|Becken|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|en|Basin|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|es|Cuenca|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|fr|Bassin|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|it|Bacino|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|ja-Hani|盆地|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|ko|분지|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|ko-Latn-x-nga|Bunji|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|pt|Bacia|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|ru|Водоём|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|ru-Latn-x-nga|Vodoyëm|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|zh-Hans|盆|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|zh-Hant|盆|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
3|BSND|true|zh-Latn-x-nga|Pén|An area drained by a stream; natural depression or relatively low area enclosed by higher land (includes amphitheater, cirque, pit, sink).
4|BTL|true|de|Schlachtfeld|A site of a land battle of historical importance.
4|BTL|true|en|Battlefield|A site of a land battle of historical importance.
4|BTL|true|es|Campo de Batalla|A site of a land battle of historical importance.
4|BTL|true|fr|Champ de Bataille|A site of a land battle of historical importance.
4|BTL|true|it|Campo di Battaglia|A site of a land battle of historical importance.
4|BTL|true|ja-Hani|戦場|A site of a land battle of historical importance.
4|BTL|true|ko|싸움터|A site of a land battle of historical importance.
4|BTL|true|ko-Latn-x-nga|Ssaumteo|A site of a land battle of historical importance.
4|BTL|true|pt|Campo de Batalha|A site of a land battle of historical importance.
4|BTL|true|ru|Поле Боя|A site of a land battle of historical importance.
4|BTL|true|ru-Latn-x-nga|Pole Boya|A site of a land battle of historical importance.
4|BTL|true|zh-Hans|战场|A site of a land battle of historical importance.
4|BTL|true|zh-Hant|戰場|A site of a land battle of historical importance.
4|BTL|true|zh-Latn-x-nga|Zhànchǎng|A site of a land battle of historical importance.
5|BAY|true|de|Bucht|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|en|Bay|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|es|Bahía|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|fr|Baie|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|it|Baia|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|ja-Hani|ベイ|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|ko|만|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|ko-Latn-x-nga|Man|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|pt|Baía|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|ru|Залив|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|ru-Latn-x-nga|Zaliv|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|zh-Hans|海湾|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|zh-Hant|海灣|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
5|BAY|true|zh-Latn-x-nga|Hǎiwān|A coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf; includes bight.
6|BCH|true|de|Strand|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|en|Beach|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|es|Playa|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|fr|Plage|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|it|Spiaggia|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|ja-Hani|ビーチ|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|ko|바닷가|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|ko-Latn-x-nga|Badasga|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|pt|Praia|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|ru|Пляж|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|ru-Latn-x-nga|Plyazh|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|zh-Hans|海滩|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|zh-Hant|海灘|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
6|BCH|true|zh-Latn-x-nga|Hǎitān|A shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves; the sloping shore along a body of water that is washed by waves or tides and is covered by sand or gravel (coast, flat, shore).
7|BNCH|true|de|Bank|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|en|Bench|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|es|Banco|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|fr|Banc|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|it|Panchina|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|ja-Hani|ベンチ|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|ko|벤치|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|ko-Latn-x-nga|Benchi|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|pt|Banco|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|ru|Скамья|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|ru-Latn-x-nga|Skam'Ya|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|zh-Hans|长凳|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|zh-Hant|長凳|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
7|BNCH|true|zh-Latn-x-nga|Cháng dèng|A long, narrow bedrock platform bounded by steeper slopes above and below; area of relatively level land on the flank of an elevation such as a hill, ridge, or mountain where the slope of the land rises on one side and descends on the other side (level).
8|BP|false|de|Grenzstein|A fixture marking a point along a boundary.
8|BP|false|en|Boundary Marker|A fixture marking a point along a boundary.
8|BP|false|es|Mojón|A fixture marking a point along a boundary.
8|BP|false|fr|Borne Frontière|A fixture marking a point along a boundary.
8|BP|false|it|Marcatore di Confine|A fixture marking a point along a boundary.
8|BP|false|ja-Hani|境界マーカー|A fixture marking a point along a boundary.
8|BP|false|ko|경계 마커|A fixture marking a point along a boundary.
8|BP|false|ko-Latn-x-nga|Gyeong-Gye Makeo|A fixture marking a point along a boundary.
8|BP|false|pt|Marcador de Fronteira|A fixture marking a point along a boundary.
8|BP|false|ru|Граничный Маркер|A fixture marking a point along a boundary.
8|BP|false|ru-Latn-x-nga|Granichnyy Marker|A fixture marking a point along a boundary.
8|BP|false|zh-Hans|界碑|A fixture marking a point along a boundary.
8|BP|false|zh-Hant|界碑|A fixture marking a point along a boundary.
8|BP|false|zh-Latn-x-nga|Jièbēi|A fixture marking a point along a boundary.
9|BRKW|false|de|Wellenbrecher|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|en|Breakwater|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|es|Rompeolas|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|fr|Brise-Lames|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|it|Frangiflutti|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|ja-Hani|防波堤|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|ko|방파제|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|ko-Latn-x-nga|Bangpaje|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|pt|Quebra-Mar|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|ru|Волнорез|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|ru-Latn-x-nga|Volnorez|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|zh-Hans|矶|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|zh-Hant|磯|A structure erected to break the force of waves at the entrance to a harbor or port.
9|BRKW|false|zh-Latn-x-nga|Jī|A structure erected to break the force of waves at the entrance to a harbor or port.
10|BDG|true|de|Brücke|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|en|Bridge|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|es|Puente|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|fr|Pont|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|it|Ponte|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|ja-Hani|ブリッジ|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|ko|다리|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|ko-Latn-x-nga|Dali|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|pt|Ponte|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|ru|Мост|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|ru-Latn-x-nga|Most|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|zh-Hans|桥|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|zh-Hant|橋|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
10|BDG|true|zh-Latn-x-nga|Qiáo|A structure erected across an obstacle such as a stream, road, etc.; manmade structure carrying a trail, road, or other transportation system across a body of water or depression (includes causeway, overpass, trestle).
11|BLDG|true|de|Gebäude|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|en|Building|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|es|Edificio|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|fr|Bâtiment|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|it|Costruzione|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|ja-Hani|建物|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|ko|건물|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|ko-Latn-x-nga|Geonmul|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|pt|Edifício|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|ru|Здание|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|ru-Latn-x-nga|Zdaniye|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|zh-Hans|建筑|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|zh-Hant|建築|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
11|BLDG|true|zh-Latn-x-nga|Jiànzhú|A generic term for a structure built for permanent use; a manmade structure with walls and a roof for protection of people and (or) materials; does not include church, hospital, or school.
